Table 1
OrderID,OrderID,CustomerID,EmployeeID,OrderYearMonthDay,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10577,10577,TRAIH,9,1997June23,06.23.1997,08.04.1997,06.30.1997,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10578,10578,BSBEV,4,1997June24,24.06.1997,22.07.1997,25.07.1997,3,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10579,10579,LETSS,1,1997June25,06.25.1997,07.23.1997,07.04.1997,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10580,10580,OTTIK,4,1997June26,26.06.1997,24.07.1997,01.07.1997,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10581,10581,FAMIA,3,1997June26,26.06.1997,24.07.1997,02.07.1997,1,3.01,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10582,10582,BLAUS,3,1997June27,27.06.1997,25.07.1997,14.07.1997,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10583,10583,WARTH,2,1997June30,30.06.1997,28.07.1997,04.07.1997,2,7.28,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10584,10584,BLONP,4,1997June30,30.06.1997,28.07.1997,04.07.1997,1,59.14,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10585,10585,WELLI,7,1997July01,01.07.1997,29.07.1997,10.07.1997,1,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10586,10586,REGGC,9,1997July02,02.07.1997,30.07.1997,09.07.1997,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10587,10587,QUEDE,1,1997July02,02.07.1997,30.07.1997,09.07.1997,1,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10588,10588,QUICK,2,1997July03,03.07.1997,31.07.1997,10.07.1997,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10589,10589,GREAL,8,1997July04,07.04.1997,08.01.1997,07.14.1997,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10590,10590,MEREP,4,1997July07,07.07.1997,04.08.1997,14.07.1997,3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10591,10591,VAFFE,1,1997July07,07.07.1997,21.07.1997,16.07.1997,1,55.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10592,10592,LEHMS,3,1997July08,08.07.1997,05.08.1997,16.07.1997,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10593,10593,LEHMS,7,1997July09,09.07.1997,06.08.1997,13.08.1997,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10594,10594,OLDWO,3,1997July09,07.09.1997,08.06.1997,07.16.1997,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10595,10595,ERNSH,2,1997July10,10.07.1997,07.08.1997,14.07.1997,1,96.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10596,10596,WHITC,8,1997July11,07.11.1997,08.08.1997,08.12.1997,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10597,10597,PICCO,7,1997July11,11.07.1997,08.08.1997,18.07.1997,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10598,10598,RATTC,1,1997July14,07.14.1997,08.11.1997,07.18.1997,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10599,10599,BSBEV,6,1997July15,15.07.1997,26.08.1997,21.07.1997,3,29.98,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10600,10600,HUNGC,4,1997July16,07.16.1997,08.13.1997,07.21.1997,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10601,10601,HILAA,7,1997July16,16.07.1997,27.08.1997,22.07.1997,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10602,10602,VAFFE,8,1997July17,17.07.1997,14.08.1997,22.07.1997,2,2.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10603,10603,SAVEA,8,1997July18,07.18.1997,08.15.1997,08.08.1997,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10604,10604,FURIB,1,1997July18,18.07.1997,15.08.1997,29.07.1997,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10605,10605,MEREP,1,1997July21,21.07.1997,18.08.1997,29.07.1997,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10606,10606,TRADH,4,1997July22,22.07.1997,19.08.1997,31.07.1997,3,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10607,10607,SAVEA,5,1997July22,07.22.1997,08.19.1997,07.25.1997,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10608,10608,TOMSP,4,1997July23,23.07.1997,20.08.1997,01.08.1997,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10609,10609,DUMON,7,1997July24,24.07.1997,21.08.1997,30.07.1997,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10610,10610,LAMAI,8,1997July25,25.07.1997,22.08.1997,06.08.1997,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10611,10611,WOLZA,6,1997July25,25.07.1997,22.08.1997,01.08.1997,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10612,10612,SAVEA,1,1997July28,07.28.1997,08.25.1997,08.01.1997,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10613,10613,HILAA,4,1997July29,29.07.1997,26.08.1997,01.08.1997,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10614,10614,BLAUS,8,1997July29,29.07.1997,26.08.1997,01.08.1997,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10615,10615,WILMK,2,1997July30,30.07.1997,27.08.1997,06.08.1997,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10616,10616,GREAL,1,1997July31,07.31.1997,08.28.1997,08.05.1997,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10617,10617,GREAL,4,1997July31,07.31.1997,08.28.1997,08.04.1997,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10618,10618,MEREP,1,1997August01,01.08.1997,12.09.1997,08.08.1997,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10619,10619,MEREP,3,1997August04,04.08.1997,01.09.1997,07.08.1997,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10620,10620,LAUGB,2,1997August05,05.08.1997,02.09.1997,14.08.1997,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10621,10621,ISLAT,4,1997August05,05.08.1997,02.09.1997,11.08.1997,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10622,10622,RICAR,4,1997August06,06.08.1997,03.09.1997,11.08.1997,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10623,10623,FRANK,8,1997August07,07.08.1997,04.09.1997,12.08.1997,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany
10624,10624,THECR,4,1997August07,08.07.1997,09.04.1997,08.19.1997,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10625,10625,ANATR,3,1997August08,08.08.1997,05.09.1997,14.08.1997,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,5021,Mexico
10626,10626,BERGS,1,1997August11,11.08.1997,08.09.1997,20.08.1997,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10627,10627,SAVEA,8,1997August11,08.11.1997,09.22.1997,08.21.1997,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10628,10628,BLONP,4,1997August12,12.08.1997,09.09.1997,20.08.1997,3,30.36,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10629,10629,GODOS,4,1997August12,12.08.1997,09.09.1997,20.08.1997,3,85.46,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10630,10630,KOENE,1,1997August13,13.08.1997,10.09.1997,19.08.1997,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10631,10631,LAMAI,8,1997August14,14.08.1997,11.09.1997,15.08.1997,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10632,10632,WANDK,8,1997August14,14.08.1997,11.09.1997,19.08.1997,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10633,10633,ERNSH,7,1997August15,15.08.1997,12.09.1997,18.08.1997,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10634,10634,FOLIG,4,1997August15,15.08.1997,12.09.1997,21.08.1997,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10635,10635,MAGAA,8,1997August18,18.08.1997,15.09.1997,21.08.1997,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10636,10636,WARTH,4,1997August19,19.08.1997,16.09.1997,26.08.1997,1,1.15,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10637,10637,QUEEN,6,1997August19,19.08.1997,16.09.1997,26.08.1997,1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10638,10638,LINOD,3,1997August20,20.08.1997,17.09.1997,01.09.1997,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10639,10639,SANTG,7,1997August20,20.08.1997,17.09.1997,27.08.1997,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10640,10640,WANDK,4,1997August21,21.08.1997,18.09.1997,28.08.1997,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10641,10641,HILAA,4,1997August22,22.08.1997,19.09.1997,26.08.1997,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10642,10642,SIMOB,7,1997August22,22.08.1997,19.09.1997,05.09.1997,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10643,10643,ALFKI,6,1997August25,25.08.1997,22.09.1997,02.09.1997,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10644,10644,WELLI,3,1997August25,25.08.1997,22.09.1997,01.09.1997,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10645,10645,HANAR,4,1997August26,26.08.1997,23.09.1997,02.09.1997,1,12.41,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10646,10646,HUNGO,9,1997August27,27.08.1997,08.10.1997,03.09.1997,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10647,10647,QUEDE,4,1997August27,27.08.1997,10.09.1997,03.09.1997,2,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10648,10648,RICAR,5,1997August28,28.08.1997,09.10.1997,09.09.1997,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10649,10649,MAISD,5,1997August28,28.08.1997,25.09.1997,29.08.1997,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10650,10650,FAMIA,5,1997August29,29.08.1997,26.09.1997,03.09.1997,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10651,10651,WANDK,8,1997September01,01.09.1997,29.09.1997,11.09.1997,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10652,10652,GOURL,4,1997September01,01.09.1997,29.09.1997,08.09.1997,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10653,10653,FRANK,1,1997September02,02.09.1997,30.09.1997,19.09.1997,1,93.25,Frankenversand,Berliner Platz 43,München,,80805,Germany
10654,10654,BERGS,5,1997September02,02.09.1997,30.09.1997,11.09.1997,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10655,10655,REGGC,1,1997September03,03.09.1997,01.10.1997,11.09.1997,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10656,10656,GREAL,6,1997September04,09.04.1997,10.02.1997,09.10.1997,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10657,10657,SAVEA,2,1997September04,09.04.1997,10.02.1997,09.15.1997,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10658,10658,QUICK,4,1997September05,05.09.1997,03.10.1997,08.09.1997,1,364.15,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10659,10659,QUEEN,7,1997September05,05.09.1997,03.10.1997,10.09.1997,2,105.81,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10660,10660,HUNGC,8,1997September08,09.08.1997,10.06.1997,10.15.1997,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10661,10661,HUNGO,7,1997September09,09.09.1997,07.10.1997,15.09.1997,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10662,10662,LONEP,3,1997September09,09.09.1997,10.07.1997,09.18.1997,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10663,10663,BONAP,2,1997September10,10.09.1997,24.09.1997,03.10.1997,2,113.15,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10664,10664,FURIB,1,1997September10,10.09.1997,08.10.1997,19.09.1997,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10665,10665,LONEP,1,1997September11,09.11.1997,10.09.1997,09.17.1997,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10666,10666,RICSU,7,1997September12,12.09.1997,10.10.1997,22.09.1997,2,232.42,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10667,10667,ERNSH,7,1997September12,12.09.1997,10.10.1997,19.09.1997,1,78.09,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10668,10668,WANDK,1,1997September15,15.09.1997,13.10.1997,23.09.1997,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10669,10669,SIMOB,2,1997September15,15.09.1997,13.10.1997,22.09.1997,1,24.39,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10670,10670,FRANK,4,1997September16,16.09.1997,14.10.1997,18.09.1997,1,203.48,Frankenversand,Berliner Platz 43,München,,80805,Germany
10671,10671,FRANR,1,1997September17,17.09.1997,15.10.1997,24.09.1997,1,30.34,France restauration,"54, rue Royale",Nantes,,44000,France
10672,10672,BERGS,9,1997September17,17.09.1997,01.10.1997,26.09.1997,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10673,10673,WILMK,2,1997September18,18.09.1997,16.10.1997,19.09.1997,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10674,10674,ISLAT,4,1997September18,18.09.1997,16.10.1997,30.09.1997,2,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10675,10675,FRANK,5,1997September19,19.09.1997,17.10.1997,23.09.1997,2,31.85,Frankenversand,Berliner Platz 43,München,,80805,Germany
10676,10676,TORTU,2,1997September22,22.09.1997,20.10.1997,29.09.1997,2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico
10677,10677,ANTON,1,1997September22,22.09.1997,20.10.1997,26.09.1997,3,4.03,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico
10678,10678,SAVEA,7,1997September23,09.23.1997,10.21.1997,10.16.1997,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10679,10679,BLONP,8,1997September23,23.09.1997,21.10.1997,30.09.1997,3,27.94,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10680,10680,OLDWO,1,1997September24,09.24.1997,10.22.1997,09.26.1997,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10681,10681,GREAL,3,1997September25,09.25.1997,10.23.1997,09.30.1997,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10682,10682,ANTON,3,1997September25,25.09.1997,23.10.1997,01.10.1997,2,36.13,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico
10683,10683,DUMON,2,1997September26,26.09.1997,24.10.1997,01.10.1997,1,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10684,10684,OTTIK,3,1997September26,26.09.1997,24.10.1997,30.09.1997,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10685,10685,GOURL,4,1997September29,29.09.1997,13.10.1997,03.10.1997,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10686,10686,PICCO,2,1997September30,30.09.1997,28.10.1997,08.10.1997,1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10687,10687,HUNGO,9,1997September30,30.09.1997,28.10.1997,30.10.1997,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10688,10688,VAFFE,4,1997October01,01.10.1997,15.10.1997,07.10.1997,2,299.09,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10689,10689,BERGS,1,1997October01,01.10.1997,29.10.1997,07.10.1997,2,13.42,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10690,10690,HANAR,1,1997October02,02.10.1997,30.10.1997,03.10.1997,1,15.8,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10691,10691,QUICK,2,1997October03,03.10.1997,14.11.1997,22.10.1997,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10692,10692,ALFKI,4,1997October03,03.10.1997,31.10.1997,13.10.1997,2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10693,10693,WHITC,3,1997October06,10.06.1997,10.20.1997,10.10.1997,3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10694,10694,QUICK,8,1997October06,06.10.1997,03.11.1997,09.10.1997,3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10695,10695,WILMK,7,1997October07,07.10.1997,18.11.1997,14.10.1997,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10696,10696,WHITC,8,1997October08,10.08.1997,11.19.1997,10.14.1997,3,102.55,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10697,10697,LINOD,3,1997October08,08.10.1997,05.11.1997,14.10.1997,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10698,10698,ERNSH,4,1997October09,09.10.1997,06.11.1997,17.10.1997,1,272.47,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10699,10699,MORGK,3,1997October09,09.10.1997,06.11.1997,13.10.1997,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany
10700,10700,SAVEA,3,1997October10,10.10.1997,11.07.1997,10.16.1997,1,65.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10701,10701,HUNGO,6,1997October13,13.10.1997,27.10.1997,15.10.1997,3,220.31,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10702,10702,ALFKI,4,1997October13,13.10.1997,24.11.1997,21.10.1997,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10703,10703,FOLKO,6,1997October14,14.10.1997,11.11.1997,20.10.1997,2,152.3,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10704,10704,QUEEN,6,1997October14,14.10.1997,11.11.1997,07.11.1997,1,4.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10705,10705,HILAA,9,1997October15,15.10.1997,12.11.1997,18.11.1997,2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10706,10706,OLDWO,8,1997October16,10.16.1997,11.13.1997,10.21.1997,3,135.63,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10707,10707,AROUT,4,1997October16,16.10.1997,30.10.1997,23.10.1997,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10708,10708,THEBI,6,1997October17,10.17.1997,11.28.1997,11.05.1997,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10709,10709,GOURL,1,1997October17,17.10.1997,14.11.1997,20.11.1997,3,210.8,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10710,10710,FRANS,1,1997October20,20.10.1997,17.11.1997,23.10.1997,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10711,10711,SAVEA,5,1997October21,10.21.1997,12.02.1997,10.29.1997,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10712,10712,HUNGO,3,1997October21,21.10.1997,18.11.1997,31.10.1997,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10713,10713,SAVEA,1,1997October22,10.22.1997,11.19.1997,10.24.1997,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10714,10714,SAVEA,5,1997October22,10.22.1997,11.19.1997,10.27.1997,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10715,10715,BONAP,3,1997October23,23.10.1997,06.11.1997,29.10.1997,1,63.2,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10716,10716,RANCH,4,1997October24,24.10.1997,21.11.1997,27.10.1997,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10717,10717,FRANK,1,1997October24,24.10.1997,21.11.1997,29.10.1997,2,59.25,Frankenversand,Berliner Platz 43,München,,80805,Germany
10718,10718,KOENE,1,1997October27,27.10.1997,24.11.1997,29.10.1997,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10719,10719,LETSS,8,1997October27,10.27.1997,11.24.1997,11.05.1997,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10720,10720,QUEDE,8,1997October28,28.10.1997,11.11.1997,05.11.1997,2,9.53,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10721,10721,QUICK,5,1997October29,29.10.1997,26.11.1997,31.10.1997,3,48.92,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10722,10722,SAVEA,8,1997October29,10.29.1997,12.10.1997,11.04.1997,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10723,10723,WHITC,3,1997October30,10.30.1997,11.27.1997,11.25.1997,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10724,10724,MEREP,8,1997October30,30.10.1997,11.12.1997,05.11.1997,2,57.75,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10725,10725,FAMIA,4,1997October31,31.10.1997,28.11.1997,05.11.1997,3,10.83,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10726,10726,EASTC,4,1997November03,03.11.1997,17.11.1997,05.12.1997,1,16.56,Eastern Connection,35 King George,London,,WX3 6FW,UK
10727,10727,REGGC,2,1997November03,03.11.1997,01.12.1997,05.12.1997,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10728,10728,QUEEN,4,1997November04,04.11.1997,02.12.1997,11.11.1997,2,58.33,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10729,10729,LINOD,8,1997November04,04.11.1997,16.12.1997,14.11.1997,3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10730,10730,BONAP,5,1997November05,05.11.1997,03.12.1997,14.11.1997,1,20.12,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10731,10731,CHOPS,7,1997November06,06.11.1997,04.12.1997,14.11.1997,1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10732,10732,BONAP,3,1997November06,06.11.1997,04.12.1997,07.11.1997,1,16.97,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10733,10733,BERGS,1,1997November07,07.11.1997,05.12.1997,10.11.1997,3,110.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10734,10734,GOURL,2,1997November07,07.11.1997,05.12.1997,12.11.1997,3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10735,10735,LETSS,6,1997November10,11.10.1997,12.08.1997,11.21.1997,2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10736,10736,HUNGO,9,1997November11,11.11.1997,09.12.1997,21.11.1997,2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10737,10737,VINET,2,1997November11,11.11.1997,09.12.1997,18.11.1997,2,7.79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France
10738,10738,SPECD,2,1997November12,12.11.1997,10.12.1997,18.11.1997,1,2.91,Spécialités du monde,"25, rue Lauriston",Paris,,75016,France
10739,10739,VINET,3,1997November12,12.11.1997,10.12.1997,17.11.1997,3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France
10740,10740,WHITC,4,1997November13,11.13.1997,12.11.1997,11.25.1997,2,81.88,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10741,10741,AROUT,4,1997November14,14.11.1997,28.11.1997,18.11.1997,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10742,10742,BOTTM,3,1997November14,14.11.1997,12.12.1997,18.11.1997,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
